cluster_name,acousticness,instrumentalness,speechiness,popularity
Acoustic Instrumental,0.343,7.55e-06,0.0313,32
Instrumental Focus,0.049,4.73e-06,0.0572,33
Acoustic Instrumental,0.501,0.0623,0.0451,28
Instrumental Focus,0.304,1.38e-05,0.0333,28
Instrumental Focus,0.0145,0.0105,0.0336,26
Acoustic Instrumental,0.0246,0.662,0.0371,36
Acoustic Instrumental,0.214,0.86,0.0626,34
Acoustic Instrumental,0.000879,0.54,0.051,31
Acoustic Instrumental,0.0328,0.775,0.0395,26
Instrumental Focus,0.037,0.000302,0.106,53
Instrumental Focus,0.0534,5.29e-06,0.0474,50
Instrumental Focus,0.175,0.00373,0.0484,47
Instrumental Focus,0.0332,0.199,0.046,66
Instrumental Focus,0.122,0.000629,0.0957,47
Acoustic Instrumental,0.065,0.381,0.321,46
Instrumental Focus,0.0114,0.000187,0.0633,40
Instrumental Focus,0.0921,4.65e-05,0.0313,41
Instrumental Focus,0.0347,0.00147,0.0405,39
Instrumental Focus,0.181,2.23e-06,0.0319,40
Instrumental Focus,0.109,2.89e-05,0.0959,43
Instrumental Focus,0.109,2.89e-05,0.0959,40
Instrumental Focus,0.000285,0.0519,0.0481,38
Instrumental Focus,0.0347,0.00147,0.0405,41
Instrumental Focus,0.0893,7.93e-06,0.024,33
Instrumental Focus,0.267,0.0192,0.0419,33
Instrumental Focus,0.0148,0.000248,0.043,29
Instrumental Focus,0.0199,0.000484,0.0309,34
Instrumental Focus,0.104,1.68e-05,0.0506,36
Instrumental Focus,0.0114,0.000187,0.0633,34
Instrumental Focus,0.0191,0.00032,0.0423,33
Instrumental Focus,8.32e-05,0.29,0.0751,33
Instrumental Focus,0.0486,0.0152,0.0333,30
Instrumental Focus,0.0101,0.0021,0.0371,32
Acoustic Instrumental,0.00495,0.492,0.0262,31
Instrumental Focus,0.00549,0.12,0.0436,31
Acoustic Instrumental,9.84e-06,0.645,0.0324,31
Instrumental Focus,0.0168,0.0549,0.0437,32
Acoustic Instrumental,0.0101,0.54,0.0467,29
Instrumental Focus,0.00502,0.0166,0.034,31
Instrumental Focus,0.0191,0.00032,0.0423,28
Instrumental Focus,0.0508,0.0525,0.0502,30
Acoustic Instrumental,0.000233,0.682,0.0469,29
Instrumental Focus,0.000551,9.77e-05,0.118,27
Instrumental Focus,0.00287,0.000465,0.0305,29
Instrumental Focus,0.0315,0.000722,0.0393,28
Instrumental Focus,0.00122,0.03,0.0468,28
Acoustic Instrumental,0.00165,0.783,0.0458,27
Instrumental Focus,0.0191,0.00032,0.0423,27
Acoustic Instrumental,0.000797,0.709,0.0497,29
Instrumental Focus,0.208,0.328,0.0792,28
Instrumental Focus,0.00549,0.12,0.0436,27
Instrumental Focus,0.00287,0.000465,0.0305,27
Instrumental Focus,0.0034,0.388,0.045,26
Instrumental Focus,0.0486,0.0152,0.0333,28
Instrumental Focus,0.0521,0.00786,0.075,29
Acoustic Instrumental,0.000233,0.682,0.0469,26
Instrumental Focus,0.0029,0.15,0.0433,26
Instrumental Focus,0.00502,0.0166,0.034,26
Instrumental Focus,5.37e-05,0.0658,0.0351,27
Instrumental Focus,0.00122,0.03,0.0468,26
Instrumental Focus,0.0033,0.0226,0.0356,27
Instrumental Focus,0.0235,0.303,0.0395,27
Instrumental Focus,0.0336,0.235,0.0472,26
Instrumental Focus,0.0418,4.04e-05,0.0303,26
Instrumental Focus,3.41e-05,0.472,0.0288,26
Acoustic Instrumental,0.0902,0.212,0.201,33
Instrumental Focus,0.00151,0.00204,0.0419,35
Instrumental Focus,0.001,0.0128,0.0368,27
Instrumental Focus,0.0716,2.41e-06,0.055,49
Instrumental Focus,0.181,1.05e-06,0.139,45
Acoustic Instrumental,0.0517,8.53e-05,0.184,84
Acoustic Instrumental,0.0406,8.32e-05,0.158,56
Acoustic Instrumental,0.00227,0.804,0.0326,62
Instrumental Focus,0.0111,0.0687,0.0434,54
Acoustic Instrumental,0.000385,0.85,0.0388,52
Instrumental Focus,0.0228,0.073,0.0442,47
Instrumental Focus,0.0603,0.0163,0.0391,36
Instrumental Focus,0.00778,1.32e-05,0.0867,60
Instrumental Focus,0.00589,2.96e-05,0.0938,62
Acoustic Instrumental,0.0517,8.53e-05,0.184,33
Instrumental Focus,0.00347,0.0839,0.0519,51
Acoustic Instrumental,0.00265,0.775,0.0384,35
Instrumental Focus,0.101,0.0461,0.0384,33
Instrumental Focus,0.012,0.0289,0.0448,30
Acoustic Instrumental,0.00187,0.857,0.045,35
Instrumental Focus,0.0224,0.00651,0.0461,27
Instrumental Focus,0.0133,0.000429,0.0705,29
Acoustic Instrumental,0.00277,0.613,0.049,28
Acoustic Instrumental,0.0674,0.0805,0.292,30
Instrumental Focus,0.00935,0.255,0.0628,26
Instrumental Focus,0.0332,0.199,0.046,29
Instrumental Focus,0.00589,2.96e-05,0.0938,28
Instrumental Focus,0.146,6.9e-05,0.0411,69
Acoustic Instrumental,0.434,7.59e-05,0.0386,57
Instrumental Focus,0.0038,0.0105,0.0444,76
Instrumental Focus,0.021,0.00218,0.0397,66
Acoustic Instrumental,0.00363,0.657,0.0887,39
Instrumental Focus,0.021,0.00218,0.0397,35
Instrumental Focus,0.139,0.0264,0.0649,55
Instrumental Focus,0.0244,0.000906,0.0398,49
Instrumental Focus,0.021,0.00218,0.0397,46
Instrumental Focus,0.00534,0.409,0.0482,45
Instrumental Focus,0.00266,0.00877,0.0483,44
Instrumental Focus,0.0374,0.0217,0.0583,32
Instrumental Focus,0.00684,0.185,0.0556,39
Instrumental Focus,0.0038,0.0105,0.0444,38
Instrumental Focus,0.00386,0.159,0.047,34
Instrumental Focus,0.00211,1.26e-05,0.0392,69
Instrumental Focus,0.0521,0.00056,0.0466,65
Instrumental Focus,0.0028,7.16e-06,0.0364,59
Instrumental Focus,0.0503,0.000226,0.0425,50
Instrumental Focus,0.00184,2.06e-05,0.0326,38
Instrumental Focus,0.0317,0.000302,0.0314,41
Instrumental Focus,0.0546,0.000238,0.0369,37
Instrumental Focus,0.000704,0.0604,0.0426,34
Instrumental Focus,4.06e-05,1.26e-05,0.0355,33
Instrumental Focus,0.0021,1.79e-05,0.0359,35
Instrumental Focus,0.0216,4.39e-06,0.0464,33
Instrumental Focus,0.0121,2.2e-05,0.0466,36
Instrumental Focus,0.068,0.000331,0.0393,32
Instrumental Focus,0.041,0.000934,0.0322,36
Instrumental Focus,0.00211,1.26e-05,0.0392,33
Instrumental Focus,0.0521,0.00056,0.0466,32
Instrumental Focus,0.0021,1.79e-05,0.0359,29
Instrumental Focus,0.0861,0.0111,0.0465,30
Instrumental Focus,3.34e-05,8.26e-06,0.037,28
Instrumental Focus,0.132,0.00015,0.0258,27
Acoustic Instrumental,0.325,1.84e-05,0.0243,26
Instrumental Focus,0.301,1.55e-06,0.04,33
Instrumental Focus,0.031,0.0012,0.0479,90
Instrumental Focus,0.0407,1.27e-06,0.071,75
Instrumental Focus,0.00993,1.2e-05,0.0873,50
Instrumental Focus,0.0145,1.21e-06,0.0437,47
Instrumental Focus,0.0121,0.00137,0.0718,46
Instrumental Focus,0.031,0.0012,0.0479,47
Instrumental Focus,0.0125,5.38e-05,0.109,41
Instrumental Focus,0.0494,0.0789,0.0392,39
Instrumental Focus,0.201,2.27e-06,0.0326,37
Instrumental Focus,0.0857,1.48e-05,0.0904,55
Instrumental Focus,0.0201,0.000194,0.0794,42
Instrumental Focus,0.0618,1.93e-06,0.0461,39
Instrumental Focus,0.0173,0.000304,0.0713,36
Instrumental Focus,0.00222,2.76e-06,0.0588,32
Instrumental Focus,0.0743,0.000369,0.0402,41
Instrumental Focus,0.0198,6.57e-06,0.0644,41
Instrumental Focus,0.063,0.000709,0.0361,40
Instrumental Focus,0.0857,1.48e-05,0.0904,30
Instrumental Focus,0.0818,0.00113,0.048,58
Instrumental Focus,0.0737,1.23e-05,0.0839,31
Acoustic Instrumental,0.0961,0.695,0.0761,34
Instrumental Focus,0.0056,0.000745,0.0609,27
Instrumental Focus,0.0112,7.02e-06,0.047,35
Instrumental Focus,0.051,0.000231,0.0424,30
Instrumental Focus,0.0866,0.00158,0.0516,26
Instrumental Focus,0.0168,7.82e-06,0.0561,39
Instrumental Focus,0.0342,1.6e-05,0.0921,34
Instrumental Focus,0.0216,5.81e-06,0.0537,31
Instrumental Focus,0.0408,0.000977,0.0516,26
Instrumental Focus,0.00229,4.36e-05,0.0602,50
Instrumental Focus,0.0211,4.49e-06,0.054,41
Instrumental Focus,0.0211,4.49e-06,0.054,26
Instrumental Focus,0.299,1.26e-05,0.0581,66
Acoustic Instrumental,0.589,0.000535,0.0418,63
Acoustic Instrumental,0.68,1.11e-06,0.0331,77
Acoustic Instrumental,0.754,3.14e-06,0.0357,59
Acoustic Instrumental,0.735,9.82e-06,0.0285,57
Instrumental Focus,0.19,0.00176,0.113,74
Acoustic Instrumental,0.589,0.000535,0.0418,47
Acoustic Instrumental,0.41,7.25e-06,0.0568,67
Instrumental Focus,0.299,1.26e-05,0.0581,46
Acoustic Instrumental,0.754,3.14e-06,0.0357,43
Acoustic Instrumental,0.68,1.11e-06,0.0331,50
Acoustic Instrumental,0.735,9.82e-06,0.0285,41
Instrumental Focus,0.023,0.000992,0.0498,53
Instrumental Focus,0.157,8.79e-06,0.0684,38
Instrumental Focus,0.19,0.00176,0.113,44
Acoustic Instrumental,0.756,5.22e-05,0.0431,31
Acoustic Instrumental,0.68,1.11e-06,0.0331,42
Instrumental Focus,0.023,0.000992,0.0498,43
Acoustic Instrumental,0.694,0.00549,0.0939,37
Acoustic Instrumental,0.761,7.92e-06,0.0655,36
Acoustic Instrumental,0.768,7.13e-05,0.0347,42
Acoustic Instrumental,0.761,7.92e-06,0.0655,35
Acoustic Instrumental,0.948,2.22e-05,0.0942,28
Instrumental Focus,0.125,0.000207,0.0511,33
Instrumental Focus,0.00894,1.42e-05,0.0511,28
Acoustic Instrumental,0.75,2.68e-06,0.0282,32
Instrumental Focus,0.315,1.87e-05,0.0372,58
Acoustic Instrumental,0.416,0.00197,0.0524,47
Acoustic Instrumental,0.713,0.000166,0.0418,30
Acoustic Instrumental,0.803,5.52e-06,0.0267,53
Acoustic Instrumental,0.416,0.00197,0.0524,33
Acoustic Instrumental,0.418,0.161,0.0384,41
Instrumental Focus,0.0466,3.36e-05,0.0355,27
Acoustic Instrumental,0.89,0.874,0.0324,33
Acoustic Instrumental,0.631,0.00138,0.036,47
Instrumental Focus,0.0612,0.00031,0.0319,28
Acoustic Instrumental,0.58,0.00045,0.126,27
Instrumental Focus,0.0954,6.41e-06,0.107,27
Instrumental Focus,0.0346,0.0372,0.122,30
Acoustic Instrumental,0.508,0.00195,0.048,28
Acoustic Instrumental,0.803,5.52e-06,0.0267,34
Instrumental Focus,0.0959,3.36e-06,0.0302,26
Acoustic Instrumental,0.96,0.568,0.0292,39
Acoustic Instrumental,0.476,0.0819,0.0547,27
Instrumental Focus,0.0346,0.0372,0.122,30
Acoustic Instrumental,0.803,5.52e-06,0.0267,34
Instrumental Focus,0.308,0.000504,0.0642,42
Acoustic Instrumental,0.613,4.56e-06,0.0365,26
Acoustic Instrumental,0.803,5.52e-06,0.0267,73
Acoustic Instrumental,0.803,5.52e-06,0.0267,71
Acoustic Instrumental,0.306,1.13e-06,0.256,49
Acoustic Instrumental,0.81,9.12e-06,0.0326,56
Acoustic Instrumental,0.48,8.31e-05,0.0361,50
Instrumental Focus,0.101,4.7e-05,0.0867,39
Acoustic Instrumental,0.789,0.00011,0.0358,49
Acoustic Instrumental,0.762,2.55e-06,0.0276,37
Acoustic Instrumental,0.826,0.000157,0.0351,42
Instrumental Focus,0.114,0.00014,0.0539,32
Instrumental Focus,0.101,4.7e-05,0.0867,28
Acoustic Instrumental,0.403,0.000502,0.0294,32
Acoustic Instrumental,0.368,1.95e-05,0.0302,30
Acoustic Instrumental,0.368,1.95e-05,0.0302,31
Acoustic Instrumental,0.598,2.7e-05,0.0377,37
Acoustic Instrumental,0.403,0.000502,0.0294,28
Acoustic Instrumental,0.614,1.64e-06,0.0499,28
Acoustic Instrumental,0.735,0.0186,0.0324,27
Acoustic Instrumental,0.728,0.0068,0.281,38
Acoustic Instrumental,0.728,0.0068,0.281,32
Instrumental Focus,0.137,1.15e-05,0.0716,62
Instrumental Focus,0.00374,2.47e-06,0.0462,66
Acoustic Instrumental,0.0513,2.25e-05,0.248,49
Acoustic Instrumental,0.73,2.07e-05,0.0438,47
Instrumental Focus,0.106,0.0621,0.0556,41
Instrumental Focus,0.211,1.84e-06,0.0651,39
Instrumental Focus,0.149,1.96e-05,0.0713,32
Acoustic Instrumental,0.68,1.31e-05,0.0341,43
Acoustic Instrumental,0.776,2.68e-06,0.0332,38
Acoustic Instrumental,0.123,2.28e-05,0.155,32
Instrumental Focus,0.211,1.84e-06,0.0651,27
Instrumental Focus,0.161,8.2e-05,0.0535,26
Instrumental Focus,0.0608,1.38e-05,0.069,29
Instrumental Focus,0.143,2.79e-06,0.0555,35
Instrumental Focus,0.00279,0.00058,0.0451,38
Instrumental Focus,0.0979,4.22e-06,0.0581,53
Instrumental Focus,0.332,2.14e-06,0.0499,54
Instrumental Focus,0.0495,2.32e-05,0.0334,45
Acoustic Instrumental,0.926,0.648,0.0275,33
Instrumental Focus,0.344,1.13e-06,0.0818,33
Instrumental Focus,0.116,0.00029,0.0528,29
Instrumental Focus,0.098,4.19e-06,0.0576,28
Instrumental Focus,0.074,0.00213,0.0366,26
Acoustic Instrumental,0.532,0.000117,0.0599,32
Acoustic Instrumental,0.237,3.77e-05,0.141,27
Instrumental Focus,0.0512,1.13e-06,0.0527,59
Acoustic Instrumental,0.7,2.82e-06,0.0842,65
Instrumental Focus,0.211,5.06e-05,0.058,56
Instrumental Focus,0.0593,1.28e-05,0.0794,52
Acoustic Instrumental,0.7,2.82e-06,0.0842,60
Instrumental Focus,0.0512,1.13e-06,0.0527,48
Instrumental Focus,0.143,2.81e-06,0.0554,69
Instrumental Focus,0.143,2.81e-06,0.0554,31
Instrumental Focus,0.0512,1.13e-06,0.0527,34
Instrumental Focus,0.143,2.81e-06,0.0554,39
Instrumental Focus,0.277,4.7e-06,0.0397,56
Acoustic Instrumental,0.505,1.18e-05,0.0304,54
Instrumental Focus,0.277,4.7e-06,0.0397,51
Instrumental Focus,0.13,1.87e-06,0.099,48
Instrumental Focus,0.323,2.31e-06,0.0328,42
Acoustic Instrumental,0.409,5.45e-05,0.0289,36
Acoustic Instrumental,0.877,1.29e-06,0.0291,39
Acoustic Instrumental,0.353,1.83e-06,0.0367,37
Acoustic Instrumental,0.738,1.35e-05,0.028,32
Acoustic Instrumental,0.505,1.18e-05,0.0304,36
Acoustic Instrumental,0.89,0.00173,0.0352,29
Instrumental Focus,0.219,7.03e-06,0.109,43
Acoustic Instrumental,0.383,0.000165,0.212,35
Instrumental Focus,0.166,2.74e-06,0.129,27
Instrumental Focus,0.166,2.74e-06,0.129,64
Instrumental Focus,0.239,0.025,0.0383,66
Instrumental Focus,0.367,1.07e-05,0.115,54
Acoustic Instrumental,0.354,0.000116,0.0477,54
Instrumental Focus,0.0154,0.000313,0.0628,38
Instrumental Focus,0.245,0.000969,0.0522,40
Instrumental Focus,0.0152,0.000314,0.0629,31
Instrumental Focus,0.0722,8.58e-05,0.074,37
Instrumental Focus,0.0868,0.00013,0.0469,26
Instrumental Focus,0.166,0.000189,0.0424,69
Instrumental Focus,0.0648,1.79e-05,0.0446,64
Instrumental Focus,0.0286,2.13e-06,0.0491,49
Acoustic Instrumental,0.591,1.57e-06,0.0234,56
Instrumental Focus,0.00868,0.0408,0.0382,46
Instrumental Focus,0.0313,0.251,0.0374,43
Acoustic Instrumental,0.723,3.63e-06,0.0668,41
Instrumental Focus,0.0632,3.16e-05,0.147,40
Instrumental Focus,0.0561,0.0186,0.0478,35
Acoustic Instrumental,0.447,1.1e-05,0.396,37
Instrumental Focus,0.0158,1.96e-05,0.136,35
Instrumental Focus,0.0566,0.000575,0.0337,31
Instrumental Focus,0.34,3.34e-06,0.0864,32
Acoustic Instrumental,0.328,6.63e-05,0.166,26
Acoustic Instrumental,0.781,0.00492,0.0366,27
Instrumental Focus,0.331,1.22e-06,0.0421,32
Acoustic Instrumental,0.721,1.09e-05,0.0279,70
Acoustic Instrumental,0.738,1.35e-05,0.028,68
Instrumental Focus,0.0317,1.93e-06,0.0516,56
Acoustic Instrumental,0.354,6.75e-05,0.0362,44
Instrumental Focus,0.0265,0.000185,0.0504,47
Acoustic Instrumental,0.846,0.000154,0.0275,43
Instrumental Focus,0.00752,0.00642,0.147,26
Instrumental Focus,0.225,0.000278,0.0397,51
Instrumental Focus,0.0979,5.34e-05,0.0531,38
Instrumental Focus,0.0729,0.000365,0.109,34
Acoustic Instrumental,0.012,0.0659,0.243,50
Instrumental Focus,0.331,0.00412,0.0522,37
Instrumental Focus,0.0511,0.000161,0.0986,34
Instrumental Focus,0.382,0.000257,0.12,31
Instrumental Focus,0.00699,0.000318,0.116,26
Instrumental Focus,0.114,0.0117,0.0738,52
Instrumental Focus,0.114,0.00678,0.0371,29
Acoustic Instrumental,0.193,5.8e-06,0.235,26
Instrumental Focus,0.0141,0.000188,0.0552,43
Acoustic Instrumental,0.251,1.42e-05,0.264,35
Instrumental Focus,0.359,1.98e-05,0.0806,30
Instrumental Focus,0.00768,8.84e-06,0.0911,45
Instrumental Focus,0.00768,8.84e-06,0.0911,31
Instrumental Focus,0.331,0.00412,0.0522,28
Instrumental Focus,0.359,1.98e-05,0.0806,29
Instrumental Focus,0.128,0.000211,0.104,70
Acoustic Instrumental,0.405,0.000155,0.114,45
Acoustic Instrumental,0.401,2.11e-05,0.12,46
Acoustic Instrumental,0.424,1.42e-06,0.19,48
Acoustic Instrumental,0.00174,0.908,0.0344,31
Acoustic Instrumental,0.915,0.958,0.0465,26
Acoustic Instrumental,0.00567,0.9,0.0446,52
Instrumental Focus,0.0534,0.259,0.0354,52
Acoustic Instrumental,0.459,0.888,0.0379,50
Acoustic Instrumental,0.0623,0.844,0.0377,47
Acoustic Instrumental,0.00982,0.577,0.0772,44
Acoustic Instrumental,0.00414,0.814,0.0693,44
Acoustic Instrumental,0.564,0.961,0.0421,44
Acoustic Instrumental,0.0045,0.924,0.122,45
Acoustic Instrumental,0.0696,0.761,0.0457,43
Acoustic Instrumental,0.147,0.844,0.0562,41
Acoustic Instrumental,0.00588,0.876,0.102,41
Acoustic Instrumental,0.182,0.912,0.0759,40
Acoustic Instrumental,0.723,0.907,0.0392,40
Acoustic Instrumental,0.000297,0.776,0.0419,39
Acoustic Instrumental,0.939,0.915,0.0395,38
Acoustic Instrumental,0.0025,0.617,0.0696,37
Acoustic Instrumental,0.974,0.943,0.0422,37
Acoustic Instrumental,0.974,0.957,0.0393,36
Acoustic Instrumental,0.351,0.821,0.0441,36
Acoustic Instrumental,0.701,0.904,0.0392,35
Acoustic Instrumental,0.0635,0.696,0.042,35
Acoustic Instrumental,0.652,0.807,0.0572,34
Acoustic Instrumental,0.519,0.886,0.044,35
Acoustic Instrumental,0.0123,0.888,0.0574,34
Acoustic Instrumental,0.843,0.854,0.0398,34
Acoustic Instrumental,0.124,0.958,0.0469,34
Acoustic Instrumental,0.53,0.929,0.0767,34
Acoustic Instrumental,0.0045,0.9,0.0746,33
Acoustic Instrumental,0.489,0.816,0.051,33
Acoustic Instrumental,0.966,0.439,0.042,32
Acoustic Instrumental,0.428,0.891,0.0395,31
Acoustic Instrumental,0.849,0.964,0.0422,31
Acoustic Instrumental,0.209,0.728,0.277,30
Acoustic Instrumental,0.344,0.906,0.0523,36
Instrumental Focus,0.00117,0.0742,0.0432,35
Instrumental Focus,0.021,0.00598,0.0732,36
Acoustic Instrumental,0.741,0.898,0.0375,28
Acoustic Instrumental,0.899,0.906,0.0391,26
Acoustic Instrumental,0.0437,0.618,0.117,29
Acoustic Instrumental,0.0101,0.843,0.034,27
Acoustic Instrumental,0.0109,0.845,0.0343,28
Instrumental Focus,0.0211,0.263,0.06,27
Acoustic Instrumental,0.94,0.424,0.0582,32
Acoustic Instrumental,0.195,0.379,0.0281,26
Acoustic Instrumental,0.939,0.823,0.0591,26
Acoustic Instrumental,0.838,0.971,0.036,43
Acoustic Instrumental,0.691,0.942,0.0368,31
Acoustic Instrumental,0.979,0.742,0.0364,33
Acoustic Instrumental,0.95,0.918,0.0402,28
Acoustic Instrumental,0.855,0.844,0.0444,27
Acoustic Instrumental,0.723,0.957,0.0441,27
Acoustic Instrumental,0.156,0.965,0.0287,26
Acoustic Instrumental,0.816,0.863,0.0344,26
Acoustic Instrumental,0.473,0.864,0.0387,26
Instrumental Focus,0.177,0.0708,0.0312,36
Acoustic Instrumental,0.152,0.822,0.0601,49
Acoustic Instrumental,0.00148,0.933,0.0887,47
Acoustic Instrumental,0.026,0.959,0.137,40
Acoustic Instrumental,0.00296,0.92,0.1,39
Acoustic Instrumental,0.0528,0.903,0.0362,35
Acoustic Instrumental,0.00666,0.571,0.122,33
Acoustic Instrumental,0.7,0.391,0.0709,32
Acoustic Instrumental,0.577,0.911,0.0829,33
Acoustic Instrumental,0.156,0.871,0.254,32
Acoustic Instrumental,0.0616,0.572,0.0677,30
Acoustic Instrumental,0.938,0.855,0.0428,30
Acoustic Instrumental,0.918,0.823,0.0406,30
Acoustic Instrumental,0.0127,0.953,0.0546,29
Acoustic Instrumental,0.0174,0.796,0.107,28
Acoustic Instrumental,0.751,0.935,0.0424,28
Acoustic Instrumental,0.402,0.849,0.0564,28
Acoustic Instrumental,0.0332,0.805,0.0892,27
Acoustic Instrumental,0.0398,0.912,0.0425,26
Acoustic Instrumental,0.063,0.895,0.0481,26
Acoustic Instrumental,0.861,0.943,0.0431,26
Instrumental Focus,0.0198,0.0999,0.0504,28
Instrumental Focus,0.00456,0.000379,0.0363,49
Instrumental Focus,0.0814,0.00883,0.0366,45
Acoustic Instrumental,0.000428,0.906,0.0259,42
Acoustic Instrumental,0.0563,0.822,0.0332,43
Acoustic Instrumental,0.00286,0.897,0.0303,40
Acoustic Instrumental,0.0158,0.898,0.109,36
Acoustic Instrumental,0.086,0.61,0.0416,36
Acoustic Instrumental,0.0264,0.764,0.0396,34
Acoustic Instrumental,0.0266,0.959,0.0421,33
Acoustic Instrumental,0.323,0.835,0.128,33
Acoustic Instrumental,0.498,0.947,0.0351,33
Acoustic Instrumental,0.000543,0.784,0.0314,31
Acoustic Instrumental,0.22,0.863,0.0492,31
Acoustic Instrumental,0.962,0.985,0.0408,30
Acoustic Instrumental,0.0241,0.89,0.0354,31
Acoustic Instrumental,0.00135,0.67,0.0287,32
Acoustic Instrumental,0.183,0.732,0.0327,30
Acoustic Instrumental,0.146,0.853,0.102,30
Acoustic Instrumental,0.491,0.824,0.0351,29
Acoustic Instrumental,0.105,0.77,0.0295,30
Acoustic Instrumental,0.206,0.898,0.179,28
Acoustic Instrumental,0.583,0.856,0.0351,29
Acoustic Instrumental,0.391,0.906,0.0427,27
Acoustic Instrumental,0.359,0.106,0.0486,27
Acoustic Instrumental,0.23,0.924,0.0403,27
Acoustic Instrumental,0.821,0.519,0.0391,26
Acoustic Instrumental,0.0017,0.941,0.037,26
Acoustic Instrumental,0.333,0.836,0.0548,26
Acoustic Instrumental,0.000503,0.761,0.043,34
Acoustic Instrumental,0.0359,0.909,0.0502,28
Acoustic Instrumental,0.215,0.862,0.0324,26
Acoustic Instrumental,0.168,0.829,0.0301,26
Acoustic Instrumental,0.64,0.975,0.0352,47
Acoustic Instrumental,0.104,0.872,0.0615,28
Acoustic Instrumental,0.0116,0.843,0.0568,27
Acoustic Instrumental,0.995,0.937,0.0367,26
Acoustic Instrumental,0.154,0.911,0.028,28
Acoustic Instrumental,0.615,0.779,0.04,27
Acoustic Instrumental,0.302,0.794,0.0454,61
Acoustic Instrumental,0.714,0.891,0.0452,55
Acoustic Instrumental,0.457,0.766,0.0516,48
Acoustic Instrumental,0.0842,0.912,0.125,45
Acoustic Instrumental,0.652,0.944,0.0451,43
Acoustic Instrumental,0.672,0.807,0.0951,43
Acoustic Instrumental,0.483,0.675,0.0431,42
Acoustic Instrumental,0.624,0.91,0.0408,41
Acoustic Instrumental,0.6,0.483,0.0455,39
Acoustic Instrumental,0.69,0.859,0.0424,44
Acoustic Instrumental,0.641,0.915,0.038,40
Acoustic Instrumental,0.988,0.97,0.0339,40
Acoustic Instrumental,0.754,0.969,0.0368,40
Acoustic Instrumental,0.891,0.858,0.0464,38
Acoustic Instrumental,0.342,0.642,0.0425,38
Acoustic Instrumental,0.308,0.895,0.0631,39
Acoustic Instrumental,0.978,0.971,0.0398,37
Acoustic Instrumental,0.658,0.558,0.0405,37
Acoustic Instrumental,0.797,0.897,0.0351,36
Acoustic Instrumental,0.878,0.896,0.0481,36
Acoustic Instrumental,0.275,0.929,0.0498,36
Acoustic Instrumental,0.111,0.687,0.0342,35
Acoustic Instrumental,0.277,0.888,0.0457,35
Acoustic Instrumental,0.193,0.897,0.0431,35
Acoustic Instrumental,0.151,0.856,0.0702,35
Acoustic Instrumental,0.652,0.923,0.0443,34
Acoustic Instrumental,0.452,0.673,0.0488,35
Acoustic Instrumental,0.46,0.918,0.0303,34
Acoustic Instrumental,0.673,0.886,0.0397,33
Acoustic Instrumental,0.0203,0.739,0.0359,34
Acoustic Instrumental,0.617,0.939,0.044,33
Acoustic Instrumental,0.116,0.948,0.13,29
Acoustic Instrumental,0.276,0.83,0.0455,37
Acoustic Instrumental,0.648,0.805,0.0752,26
Acoustic Instrumental,0.87,0.84,0.0453,26
Acoustic Instrumental,0.494,0.707,0.0422,26
Acoustic Instrumental,0.928,0.909,0.0455,41
Acoustic Instrumental,0.933,0.93,0.0428,51
