cluster_name,acousticness,instrumentalness,speechiness,popularity
Acoustic Instrumental,0.9,0.0145,0.0318,26
Acoustic Instrumental,0.264,9.81e-05,0.151,32
Acoustic Instrumental,0.908,0.000241,0.0285,56
Acoustic Instrumental,0.642,4.92e-05,0.0307,51
Acoustic Instrumental,0.735,1.21e-06,0.03,49
Instrumental Focus,0.249,0.000286,0.0335,43
Acoustic Instrumental,0.908,0.000241,0.0285,50
Acoustic Instrumental,0.759,0.00248,0.0568,39
Instrumental Focus,0.216,0.00123,0.0315,28
Acoustic Instrumental,0.759,0.00248,0.0568,30
Acoustic Instrumental,0.147,0.106,0.239,32
Acoustic Instrumental,0.204,4.87e-05,0.172,31
Acoustic Instrumental,0.468,0.302,0.227,38
Acoustic Instrumental,0.853,4.03e-06,0.0288,38
Acoustic Instrumental,0.468,0.302,0.227,38
Acoustic Instrumental,0.838,1.66e-06,0.0563,42
Acoustic Instrumental,0.822,5.34e-06,0.0365,48
Acoustic Instrumental,0.79,2.07e-06,0.0296,63
Acoustic Instrumental,0.871,8.66e-05,0.0292,69
Acoustic Instrumental,0.92,1.19e-06,0.0435,53
Instrumental Focus,0.329,4.36e-05,0.0503,71
Acoustic Instrumental,0.185,1.83e-06,0.299,61
Acoustic Instrumental,0.185,1.83e-06,0.299,58
Instrumental Focus,0.329,4.36e-05,0.0503,35
Instrumental Focus,0.0517,0.0265,0.119,45
Instrumental Focus,0.337,1.04e-06,0.0701,57
Acoustic Instrumental,0.722,0.921,0.0422,46
Acoustic Instrumental,0.607,3.42e-05,0.249,29
Instrumental Focus,0.29,3.93e-06,0.0951,73
Instrumental Focus,0.00665,2.12e-06,0.104,65
Instrumental Focus,0.0361,7.23e-06,0.127,68
Instrumental Focus,0.0766,0.00086,0.111,36
Acoustic Instrumental,0.00587,1.6e-05,0.224,40
Acoustic Instrumental,0.0155,2.67e-05,0.23,40
Acoustic Instrumental,0.639,1.95e-06,0.401,27
Acoustic Instrumental,0.194,1.69e-06,0.299,38
Instrumental Focus,0.0136,2.72e-06,0.151,61
Instrumental Focus,0.000465,1.44e-06,0.0786,38
Instrumental Focus,0.147,0.000674,0.0383,27
Instrumental Focus,0.0118,2.31e-05,0.0505,40
Instrumental Focus,0.00936,3.7e-06,0.0455,34
Acoustic Instrumental,0.46,0.958,0.043,44
Acoustic Instrumental,0.339,0.791,0.0291,37
Acoustic Instrumental,0.594,0.941,0.0362,32
Acoustic Instrumental,0.591,0.9,0.0382,29
Acoustic Instrumental,0.46,0.838,0.0344,28
Acoustic Instrumental,0.389,0.905,0.0381,27
Acoustic Instrumental,0.91,0.586,0.0524,26
Acoustic Instrumental,0.758,0.93,0.0387,30
Acoustic Instrumental,0.85,0.964,0.0423,27
Acoustic Instrumental,0.531,0.907,0.0295,29
Acoustic Instrumental,0.468,0.833,0.0508,38
Acoustic Instrumental,0.184,0.892,0.185,29
Acoustic Instrumental,0.326,0.86,0.0592,26
Acoustic Instrumental,0.515,0.911,0.0391,34
Acoustic Instrumental,0.815,0.804,0.0263,31
Acoustic Instrumental,0.864,0.931,0.0348,28
Instrumental Focus,0.0604,0.00144,0.0688,67
Instrumental Focus,0.0121,0.000643,0.0687,58
Acoustic Instrumental,0.0422,3.31e-05,0.154,62
Instrumental Focus,0.0507,0.295,0.0474,58
Instrumental Focus,0.112,0.000341,0.0943,45
Acoustic Instrumental,0.919,5.2e-05,0.0377,46
Acoustic Instrumental,0.421,3.98e-05,0.0277,45
Acoustic Instrumental,0.887,7.83e-05,0.0489,46
Instrumental Focus,0.324,3.65e-06,0.0349,51
Acoustic Instrumental,0.498,3.83e-05,0.0772,33
Acoustic Instrumental,0.378,1.16e-05,0.0352,30
Acoustic Instrumental,0.649,4.12e-05,0.0799,28
Acoustic Instrumental,0.837,3.22e-06,0.0298,28
Acoustic Instrumental,0.352,2.01e-05,0.0375,45
Acoustic Instrumental,0.644,2.58e-05,0.073,50
Instrumental Focus,0.0716,9.71e-06,0.0999,27
Acoustic Instrumental,0.431,6.78e-06,0.0313,30
Acoustic Instrumental,0.785,8.61e-05,0.0336,30
Acoustic Instrumental,0.81,2.52e-06,0.0402,46
Acoustic Instrumental,0.771,6.19e-05,0.0633,50
Acoustic Instrumental,0.512,7.4e-06,0.036,44
Acoustic Instrumental,0.402,7.28e-06,0.0894,46
Acoustic Instrumental,0.749,1.61e-06,0.0529,37
Instrumental Focus,0.135,0.0128,0.0535,49
Acoustic Instrumental,0.393,1.19e-05,0.031,46
Acoustic Instrumental,0.717,0.000273,0.0374,44
Acoustic Instrumental,0.589,0.0133,0.0499,33
Acoustic Instrumental,0.366,0.156,0.0307,28
Instrumental Focus,0.0648,0.0012,0.0299,44
Instrumental Focus,0.24,0.000496,0.0335,47
Instrumental Focus,0.166,5.77e-06,0.0496,45
Acoustic Instrumental,0.273,2.34e-05,0.207,50
Acoustic Instrumental,0.646,9.25e-06,0.0294,38
Acoustic Instrumental,0.786,1.27e-06,0.033,40
Acoustic Instrumental,0.476,0.00178,0.0995,31
Instrumental Focus,0.0811,0.000632,0.0281,37
Instrumental Focus,0.019,8.97e-05,0.143,31
Acoustic Instrumental,0.733,4.88e-05,0.0301,33
Acoustic Instrumental,0.89,0.0376,0.036,39
Acoustic Instrumental,0.492,0.000141,0.0661,35
Instrumental Focus,0.0923,0.000639,0.044,26
Instrumental Focus,0.0464,0.00426,0.0343,40
Instrumental Focus,0.0167,0.000184,0.0482,28
Acoustic Instrumental,0.424,0.000538,0.0512,50
Instrumental Focus,0.301,4.93e-06,0.0273,35
Acoustic Instrumental,0.79,0.00822,0.0317,41
Acoustic Instrumental,0.746,0.00269,0.0315,52
Acoustic Instrumental,0.38,4.62e-06,0.0466,42
Instrumental Focus,0.262,0.00347,0.0309,36
Acoustic Instrumental,0.68,0.0134,0.0306,49
Acoustic Instrumental,0.635,0.208,0.0294,33
Acoustic Instrumental,0.743,0.000384,0.0311,38
Instrumental Focus,0.282,0.00969,0.0298,44
Instrumental Focus,0.127,0.221,0.0593,30
Acoustic Instrumental,0.81,0.000603,0.0267,48
Acoustic Instrumental,0.661,0.0199,0.0388,37
Acoustic Instrumental,0.447,1.14e-05,0.0479,29
Acoustic Instrumental,0.72,0.000111,0.0641,32
Instrumental Focus,0.214,0.00787,0.0378,32
Acoustic Instrumental,0.126,0.000283,0.196,27
Acoustic Instrumental,0.859,0.00161,0.0321,52
Acoustic Instrumental,0.914,3.34e-05,0.325,38
Acoustic Instrumental,0.962,0.0168,0.0659,33
Instrumental Focus,0.166,5.77e-06,0.0496,36
Acoustic Instrumental,0.273,2.34e-05,0.207,37
Acoustic Instrumental,0.579,0.000132,0.0576,29
Acoustic Instrumental,0.711,7.75e-05,0.0424,47
Acoustic Instrumental,0.857,0.000116,0.038,57
Acoustic Instrumental,0.476,2.27e-06,0.164,27
Acoustic Instrumental,0.543,0.221,0.294,52
Acoustic Instrumental,0.744,0.101,0.0368,45
Acoustic Instrumental,0.516,0.0105,0.0267,37
Acoustic Instrumental,0.71,0.0677,0.109,39
Acoustic Instrumental,0.891,0.000338,0.0347,34
Acoustic Instrumental,0.978,0.00842,0.0321,32
Acoustic Instrumental,0.797,0.0578,0.0325,31
Acoustic Instrumental,0.921,0.84,0.0336,35
Acoustic Instrumental,0.923,0.00507,0.028,34
Acoustic Instrumental,0.681,0.0408,0.0329,41
Acoustic Instrumental,0.751,0.00511,0.237,31
Acoustic Instrumental,0.777,5.55e-06,0.0481,26
Acoustic Instrumental,0.806,0.0271,0.0333,27
Acoustic Instrumental,0.8,0.000165,0.0281,27
Acoustic Instrumental,0.724,2.02e-05,0.198,50
Acoustic Instrumental,0.963,0.757,0.0699,43
Acoustic Instrumental,0.882,0.00684,0.0658,37
Acoustic Instrumental,0.931,0.134,0.341,27
Acoustic Instrumental,0.929,0.000186,0.0379,29
Acoustic Instrumental,0.826,0.0105,0.0403,31
Acoustic Instrumental,0.967,0.46,0.476,37
Acoustic Instrumental,0.831,1.53e-06,0.0764,36
Acoustic Instrumental,0.908,0.753,0.0343,32
Acoustic Instrumental,0.934,0.00876,0.0597,26
Acoustic Instrumental,0.919,0.0733,0.234,33
Acoustic Instrumental,0.777,0.002,0.041,34
Acoustic Instrumental,0.363,0.00354,0.037,26
Instrumental Focus,0.0699,0.0124,0.0951,30
Acoustic Instrumental,0.859,0.00161,0.0321,48
Acoustic Instrumental,0.914,3.34e-05,0.325,44
Acoustic Instrumental,0.758,0.000231,0.0363,26
Instrumental Focus,0.0251,0.0134,0.0458,62
Instrumental Focus,0.198,1.15e-05,0.0381,55
Instrumental Focus,0.252,0.00064,0.0368,47
Instrumental Focus,0.0276,0.00096,0.11,44
Instrumental Focus,0.0438,0.0144,0.0746,37
Instrumental Focus,0.0205,0.000894,0.039,39
Instrumental Focus,0.0297,0.191,0.0403,34
Instrumental Focus,0.0365,0.00125,0.0508,32
Instrumental Focus,0.0686,0.000199,0.0444,31
Instrumental Focus,0.0355,0.000282,0.0506,31
Instrumental Focus,0.114,0.00169,0.0329,31
Instrumental Focus,0.0137,0.000187,0.0454,26
Instrumental Focus,0.152,0.00197,0.0372,70
Instrumental Focus,0.246,6.77e-06,0.0317,58
Instrumental Focus,0.298,0.000207,0.0357,47
Instrumental Focus,0.0808,3.8e-05,0.0313,46
Instrumental Focus,0.0324,0.0414,0.0294,47
Acoustic Instrumental,0.415,0.00288,0.0351,38
Instrumental Focus,0.327,3.78e-05,0.0452,36
Instrumental Focus,0.208,0.000138,0.0519,39
Instrumental Focus,0.0223,0.00357,0.0555,37
Acoustic Instrumental,0.689,8.38e-06,0.0411,32
Instrumental Focus,0.166,0.00189,0.031,70
Instrumental Focus,0.0859,0.0206,0.0315,55
Instrumental Focus,0.304,4.89e-05,0.0351,26
Instrumental Focus,0.0217,2.15e-05,0.0409,26
Instrumental Focus,0.304,1.38e-05,0.0333,72
Acoustic Instrumental,0.343,7.55e-06,0.0313,63
Instrumental Focus,0.263,0.0011,0.0256,59
Instrumental Focus,0.049,4.73e-06,0.0572,51
Instrumental Focus,0.195,7.49e-05,0.0349,49
Instrumental Focus,0.167,0.000213,0.0341,34
Instrumental Focus,0.0182,0.00243,0.0906,37
Acoustic Instrumental,0.465,1.38e-06,0.0306,27
Instrumental Focus,0.214,0.0533,0.0389,57
Instrumental Focus,0.216,0.00184,0.0401,45
Instrumental Focus,0.0329,0.0227,0.0564,38
Instrumental Focus,0.141,4.89e-06,0.0349,40
Instrumental Focus,0.053,0.0558,0.0349,29
Instrumental Focus,0.242,0.00599,0.0356,34
Instrumental Focus,0.243,0.0596,0.0378,30
Instrumental Focus,0.0269,2.61e-06,0.0295,28
Instrumental Focus,0.165,0.0033,0.0333,26
Acoustic Instrumental,0.432,7.3e-05,0.0387,74
Acoustic Instrumental,0.356,2.81e-05,0.0289,46
Instrumental Focus,0.323,0.000567,0.033,47
Acoustic Instrumental,0.547,5.17e-05,0.0294,42
Instrumental Focus,0.231,0.0222,0.0448,34
Instrumental Focus,0.112,0.0011,0.0289,37
Acoustic Instrumental,0.434,0.000179,0.255,33
Acoustic Instrumental,0.922,2.89e-06,0.0428,35
Acoustic Instrumental,0.0701,1.36e-05,0.281,33
Instrumental Focus,0.146,9.43e-05,0.0638,27
Instrumental Focus,0.234,0.00102,0.0318,28
Instrumental Focus,0.00284,0.000536,0.0528,27
Instrumental Focus,0.158,3.03e-05,0.0448,28
Instrumental Focus,0.0179,1.25e-06,0.0455,66
Instrumental Focus,0.00348,0.00656,0.0421,62
Instrumental Focus,0.0126,0.000639,0.0552,46
Instrumental Focus,0.0109,0.00276,0.0478,53
Instrumental Focus,0.0231,0.00121,0.0384,48
Instrumental Focus,0.113,0.000108,0.0353,46
Instrumental Focus,0.0149,0.0104,0.0496,45
Instrumental Focus,0.248,0.00111,0.0385,46
Acoustic Instrumental,0.00218,0.738,0.124,44
Instrumental Focus,0.00305,0.000119,0.0504,42
Instrumental Focus,0.332,0.000714,0.039,41
Instrumental Focus,0.104,3.52e-06,0.0261,43
Instrumental Focus,0.328,0.000132,0.0478,39
Instrumental Focus,0.0813,0.000109,0.0508,39
Instrumental Focus,0.0203,6.77e-05,0.05,39
Acoustic Instrumental,0.632,1.28e-05,0.0288,31
Acoustic Instrumental,0.000462,0.876,0.0837,30
Instrumental Focus,0.00429,0.114,0.0489,37
Acoustic Instrumental,0.753,6.81e-05,0.0241,26
Instrumental Focus,0.0344,0.000928,0.0349,29
Instrumental Focus,0.064,0.00153,0.0269,51
Instrumental Focus,0.00613,0.28,0.0266,45
Instrumental Focus,0.000576,0.434,0.061,43
Instrumental Focus,0.00613,0.28,0.0266,39
Instrumental Focus,0.0211,3.98e-06,0.0396,43
Instrumental Focus,0.0663,0.0193,0.0523,39
Instrumental Focus,0.000576,0.434,0.061,41
Acoustic Instrumental,0.774,0.00105,0.0265,37
Instrumental Focus,0.0663,0.0193,0.0523,37
Instrumental Focus,0.064,0.00153,0.0269,36
Acoustic Instrumental,0.000622,0.499,0.0584,34
Instrumental Focus,0.0211,3.98e-06,0.0396,36
Instrumental Focus,0.00448,0.0385,0.0318,34
Acoustic Instrumental,0.000873,0.849,0.0356,33
Instrumental Focus,0.187,0.00277,0.039,33
Instrumental Focus,0.0257,0.287,0.0351,32
Instrumental Focus,0.187,0.00277,0.039,32
Instrumental Focus,0.00448,0.0385,0.0318,31
Acoustic Instrumental,0.000873,0.849,0.0356,32
Instrumental Focus,0.0257,0.287,0.0351,31
Acoustic Instrumental,0.0213,0.774,0.0732,29
Instrumental Focus,0.00933,0.00608,0.0296,29
Acoustic Instrumental,0.0213,0.774,0.0732,28
Instrumental Focus,0.00247,0.0493,0.0382,28
Instrumental Focus,0.00561,0.000267,0.0276,28
Instrumental Focus,0.00933,0.00608,0.0296,28
Instrumental Focus,0.00247,0.0493,0.0382,28
Instrumental Focus,0.00561,0.000267,0.0276,27
Instrumental Focus,0.0731,0.177,0.0364,31
Instrumental Focus,0.022,1.12e-05,0.0407,30
Acoustic Instrumental,0.417,3.39e-06,0.0258,57
Instrumental Focus,0.101,6.65e-05,0.0262,53
Instrumental Focus,0.0313,0.206,0.0347,46
Acoustic Instrumental,0.831,0.441,0.0441,42
Acoustic Instrumental,0.379,4.93e-06,0.025,37
Acoustic Instrumental,0.77,0.0251,0.0397,38
Instrumental Focus,0.0889,2.69e-05,0.0258,38
Instrumental Focus,0.128,0.0247,0.0345,36
Instrumental Focus,0.254,6.15e-05,0.0343,35
Instrumental Focus,0.226,0.0161,0.0247,35
Instrumental Focus,0.153,0.0205,0.0741,35
Instrumental Focus,0.221,9.87e-05,0.0938,34
Instrumental Focus,0.00227,0.000622,0.0584,34
Acoustic Instrumental,0.625,0.0174,0.043,31
Acoustic Instrumental,0.625,0.0174,0.043,51
Acoustic Instrumental,0.754,0.000943,0.0264,50
Acoustic Instrumental,0.462,0.000207,0.0307,50
Acoustic Instrumental,0.416,3.44e-06,0.0258,38
Instrumental Focus,0.064,0.00153,0.0269,37
Instrumental Focus,0.0694,0.0104,0.0409,34
Instrumental Focus,0.263,0.0011,0.0256,34
Acoustic Instrumental,0.386,3.27e-06,0.0326,33
Acoustic Instrumental,0.494,0.000111,0.0316,30
Acoustic Instrumental,0.462,0.000207,0.0307,35
Acoustic Instrumental,0.446,3.07e-05,0.0276,28
Acoustic Instrumental,0.752,6.65e-05,0.0241,28
Instrumental Focus,0.254,6.15e-05,0.0343,27
Acoustic Instrumental,0.568,3.86e-06,0.0498,32
Acoustic Instrumental,0.898,4.2e-06,0.0339,52
Acoustic Instrumental,0.927,3.83e-05,0.0436,39
Acoustic Instrumental,0.85,1.66e-05,0.0351,34
Instrumental Focus,0.116,0.000351,0.0846,33
Instrumental Focus,0.0357,1.26e-05,0.0688,32
Acoustic Instrumental,0.859,0.000123,0.162,44
Acoustic Instrumental,0.927,0.00034,0.0541,26
Acoustic Instrumental,0.00111,0.618,0.0302,59
Acoustic Instrumental,0.661,0.0148,0.0354,61
Acoustic Instrumental,0.0391,0.741,0.0455,59
Instrumental Focus,0.0518,0.0117,0.0383,52
Acoustic Instrumental,0.711,0.17,0.0403,47
Acoustic Instrumental,0.585,0.0239,0.0347,43
Acoustic Instrumental,0.0723,0.707,0.0379,42
Instrumental Focus,0.0297,0.413,0.0451,41
Acoustic Instrumental,0.339,0.832,0.0645,41
Instrumental Focus,0.0583,0.0835,0.0403,40
Acoustic Instrumental,0.721,0.306,0.0356,41
Acoustic Instrumental,0.647,0.0112,0.0336,38
Acoustic Instrumental,0.486,0.00866,0.041,38
Acoustic Instrumental,0.929,0.000545,0.0476,36
Acoustic Instrumental,0.0391,0.741,0.0455,31
Instrumental Focus,0.138,0.0708,0.0349,28
Acoustic Instrumental,0.669,0.0897,0.0377,26
Acoustic Instrumental,0.661,0.0148,0.0354,29
Instrumental Focus,0.00149,0.0876,0.0663,47
Instrumental Focus,0.0502,0.000925,0.0594,43
Instrumental Focus,0.201,0.00161,0.0478,34
Instrumental Focus,0.00164,0.0366,0.0502,27
Instrumental Focus,0.0347,0.000333,0.048,34
Acoustic Instrumental,0.643,0.00345,0.0319,31
Instrumental Focus,0.00175,0.392,0.0303,38
Acoustic Instrumental,0.0259,0.818,0.0458,38
Acoustic Instrumental,0.00513,0.485,0.0263,30
Acoustic Instrumental,0.0391,0.741,0.0455,37
Instrumental Focus,0.0554,0.166,0.0422,38
Acoustic Instrumental,0.711,0.17,0.0403,28
Instrumental Focus,0.136,8.92e-06,0.0289,29
Acoustic Instrumental,0.379,4.93e-06,0.025,26
Acoustic Instrumental,0.647,0.0112,0.0336,28
Instrumental Focus,0.0869,0.00215,0.0745,30
Instrumental Focus,0.0869,0.00226,0.0746,51
Instrumental Focus,0.0513,0.000482,0.0389,49
Instrumental Focus,0.243,3.95e-05,0.0405,44
Instrumental Focus,0.0869,0.00226,0.0746,40
Instrumental Focus,0.178,0.000141,0.029,38
Instrumental Focus,0.0511,3.97e-05,0.0594,35
Instrumental Focus,0.00907,0.000932,0.0927,36
Instrumental Focus,0.000163,0.000349,0.0357,34
Instrumental Focus,0.00901,1.5e-06,0.0655,35
Acoustic Instrumental,0.925,0.00024,0.0373,33
Instrumental Focus,0.0906,1.28e-05,0.0311,33
Instrumental Focus,0.291,1.61e-05,0.049,32
Instrumental Focus,0.0567,0.000247,0.0335,28
Instrumental Focus,0.0039,0.161,0.0452,76
Instrumental Focus,0.00121,0.013,0.046,62
Instrumental Focus,0.0018,0.0859,0.0899,57
Instrumental Focus,0.00489,0.00315,0.0972,52
Instrumental Focus,0.00268,0.0498,0.0448,40
Instrumental Focus,0.00398,0.00144,0.0377,48
Acoustic Instrumental,0.00124,0.649,0.0479,45
Acoustic Instrumental,0.000718,0.722,0.0331,43
Instrumental Focus,0.0153,0.00104,0.0414,43
Instrumental Focus,0.0727,4.98e-06,0.0521,43
Acoustic Instrumental,0.000178,0.761,0.0408,37
Instrumental Focus,0.0175,0.0034,0.0294,42
Instrumental Focus,0.00151,1.27e-05,0.0621,40
Instrumental Focus,0.159,0.000846,0.0861,41
Acoustic Instrumental,0.000385,0.718,0.0517,29
Instrumental Focus,0.00118,0.141,0.0318,44
Instrumental Focus,0.00348,0.00647,0.0421,35
Instrumental Focus,0.0151,0.00286,0.0407,29
Instrumental Focus,0.000541,0.178,0.0727,29
Instrumental Focus,0.00489,0.00315,0.0972,26
Acoustic Instrumental,0.000134,0.664,0.0643,27
Instrumental Focus,0.014,0.42,0.0452,40
Instrumental Focus,0.000117,0.308,0.0489,40
Instrumental Focus,0.00553,0.00439,0.0367,38
Instrumental Focus,9.5e-05,0.0119,0.0517,39
Instrumental Focus,0.0271,0.126,0.0671,38
Instrumental Focus,0.00383,0.0828,0.0473,38
Instrumental Focus,0.00377,0.00537,0.0807,35
Instrumental Focus,0.00828,0.0408,0.053,35
Instrumental Focus,0.000874,0.000805,0.0359,36
Instrumental Focus,0.000167,0.0108,0.0413,31
Acoustic Instrumental,0.000302,0.0351,0.215,32
Instrumental Focus,0.154,1.17e-06,0.0526,34
Acoustic Instrumental,0.00356,0.711,0.0699,32
Instrumental Focus,0.0507,0.013,0.096,32
Instrumental Focus,1.3e-05,0.0285,0.0627,31
Instrumental Focus,0.00592,0.00154,0.0717,56
Instrumental Focus,0.0933,0.000405,0.0414,39
Acoustic Instrumental,0.392,0.105,0.119,27
Instrumental Focus,0.00495,0.0131,0.0473,27
Instrumental Focus,0.264,2.12e-05,0.0376,78
Instrumental Focus,0.00994,0.00696,0.0653,75
Acoustic Instrumental,0.335,7.51e-06,0.0329,72
Instrumental Focus,0.0664,0.00857,0.0351,63
Instrumental Focus,0.00379,0.00351,0.0433,66
Instrumental Focus,0.0808,3.8e-05,0.0313,55
Acoustic Instrumental,0.392,1.34e-06,0.0363,64
Instrumental Focus,0.0542,0.0018,0.0399,57
Instrumental Focus,0.0298,0.00369,0.0318,49
Instrumental Focus,0.0658,0.00832,0.035,49
Instrumental Focus,0.122,3.34e-05,0.0288,50
Instrumental Focus,0.289,3.22e-05,0.0345,49
Instrumental Focus,0.00153,0.0892,0.0768,47
Instrumental Focus,0.264,2.11e-05,0.0376,47
Instrumental Focus,0.00363,0.17,0.0489,50
Acoustic Instrumental,0.365,0.000216,0.036,50
Instrumental Focus,0.118,0.000556,0.0422,42
Instrumental Focus,0.0752,0.000599,0.0345,51
Instrumental Focus,0.264,2.12e-05,0.0376,33
Acoustic Instrumental,0.335,7.51e-06,0.0329,33
Instrumental Focus,0.000497,0.455,0.0314,41
Acoustic Instrumental,0.00242,0.682,0.128,45
Instrumental Focus,0.265,0.000287,0.0264,43
Instrumental Focus,0.0172,0.00378,0.0855,44
Instrumental Focus,0.25,0.0869,0.0383,40
Acoustic Instrumental,0.511,0.003,0.0346,48
Instrumental Focus,0.0151,0.000117,0.0398,38
Instrumental Focus,0.0689,0.00198,0.0845,39
Instrumental Focus,0.0424,0.000179,0.123,36
Instrumental Focus,0.0664,0.00857,0.0351,26
Instrumental Focus,0.0581,2.09e-06,0.027,36
Instrumental Focus,0.0272,0.000888,0.0515,35
Instrumental Focus,0.0189,0.104,0.0525,37
Acoustic Instrumental,0.333,7.51e-06,0.0329,31
Instrumental Focus,0.000986,0.152,0.0326,38
Instrumental Focus,0.0244,0.000822,0.0311,38
Instrumental Focus,0.007,8.72e-05,0.104,35
Instrumental Focus,0.000632,0.479,0.0467,32
Instrumental Focus,0.00994,0.00696,0.0652,37
Instrumental Focus,0.00814,0.0119,0.1,37
Instrumental Focus,0.0521,0.000162,0.0337,32
Instrumental Focus,0.0933,0.000405,0.0414,32
Acoustic Instrumental,0.392,1.33e-06,0.0362,33
Instrumental Focus,0.056,1.03e-06,0.0366,31
Acoustic Instrumental,0.0073,9.91e-05,0.162,28
Instrumental Focus,0.0331,6.61e-06,0.0712,42
Instrumental Focus,0.00557,0.000704,0.0382,40
Instrumental Focus,0.0133,0.00104,0.032,28
Instrumental Focus,0.0784,3.27e-06,0.136,27
Instrumental Focus,0.00557,0.000704,0.0382,29
Instrumental Focus,0.00229,0.0177,0.0543,29
Instrumental Focus,0.0233,2.65e-06,0.059,28
Instrumental Focus,0.00452,0.446,0.0816,27
Acoustic Instrumental,0.0689,0.103,0.198,33
Acoustic Instrumental,0.622,1.43e-05,0.263,39
Instrumental Focus,0.00442,0.238,0.0494,26
Acoustic Instrumental,0.622,1.43e-05,0.263,32
Acoustic Instrumental,0.635,6.75e-06,0.244,30
Instrumental Focus,0.0003,0.109,0.0303,36
Instrumental Focus,0.00783,0.0571,0.0762,29
Instrumental Focus,0.00558,5.81e-05,0.101,32
Instrumental Focus,0.000345,0.0643,0.0493,26
Instrumental Focus,0.000891,0.0287,0.111,28
Instrumental Focus,0.07,9.83e-05,0.0752,27
Instrumental Focus,0.0144,0.00593,0.0733,27
Instrumental Focus,0.00114,0.00387,0.0673,27
Acoustic Instrumental,0.000823,0.753,0.05,27
Acoustic Instrumental,0.0241,0.903,0.0473,39
Instrumental Focus,0.0814,0.00112,0.0305,27
Instrumental Focus,0.0485,0.000294,0.132,56
Instrumental Focus,0.0362,0.000203,0.0368,47
Instrumental Focus,0.0361,0.000296,0.0879,44
Acoustic Instrumental,0.0223,0.000323,0.206,36
Instrumental Focus,0.139,1.5e-05,0.0381,39
Instrumental Focus,0.00484,2.03e-05,0.0396,35
Instrumental Focus,0.0937,5.95e-05,0.0651,33
Instrumental Focus,0.00793,0.000188,0.0646,34
Instrumental Focus,0.256,4.3e-06,0.0336,36
Instrumental Focus,0.0485,0.000294,0.132,26
Acoustic Instrumental,0.0113,0.0061,0.179,31
Instrumental Focus,0.0609,0.00466,0.094,32
Instrumental Focus,0.00363,0.0193,0.0535,32
Acoustic Instrumental,0.604,0.000751,0.0669,28
Instrumental Focus,0.301,0.000109,0.113,30
Acoustic Instrumental,0.545,0.00545,0.0403,30
Acoustic Instrumental,0.366,0.000309,0.0346,33
Instrumental Focus,0.164,0.00022,0.0514,29
Instrumental Focus,0.0625,3.99e-05,0.0729,27
Acoustic Instrumental,0.0421,1.19e-06,0.242,27
Instrumental Focus,0.0362,0.000203,0.0368,33
Acoustic Instrumental,0.0514,0.902,0.057,27
Acoustic Instrumental,0.274,6.32e-06,0.255,31
Acoustic Instrumental,0.274,6.32e-06,0.255,31
Acoustic Instrumental,0.52,0.00752,0.0399,31
Instrumental Focus,0.0126,6.81e-05,0.057,32
Instrumental Focus,0.00543,0.167,0.0416,27
Instrumental Focus,0.000677,0.391,0.0327,26
Acoustic Instrumental,0.00357,0.871,0.0663,35
Acoustic Instrumental,0.00192,0.899,0.0461,33
Acoustic Instrumental,0.0372,2.51e-06,0.163,39
Acoustic Instrumental,0.0596,1.92e-05,0.304,50
Instrumental Focus,0.137,0.000155,0.0311,42
Acoustic Instrumental,0.16,1.28e-05,0.158,35
Acoustic Instrumental,5.06e-05,0.597,0.0296,34
Instrumental Focus,0.0179,0.00198,0.0603,36
Acoustic Instrumental,0.0144,1.86e-06,0.198,35
Instrumental Focus,0.00284,0.000536,0.0528,35
Instrumental Focus,0.0241,1.44e-06,0.0849,31
Instrumental Focus,0.113,1.35e-06,0.0769,33
Acoustic Instrumental,0.323,0.000375,0.191,29
Acoustic Instrumental,0.769,0.00106,0.0603,31
Instrumental Focus,0.0478,0.0122,0.0684,28
Acoustic Instrumental,0.596,3.69e-05,0.0287,26
Instrumental Focus,0.00559,0.00223,0.0567,29
Instrumental Focus,0.00305,0.00153,0.0494,28
Instrumental Focus,0.0207,9.71e-05,0.0579,29
Instrumental Focus,0.327,0.00202,0.0281,29
Instrumental Focus,0.103,8.46e-05,0.0412,27
Instrumental Focus,0.0697,0.0217,0.0583,46
Instrumental Focus,0.0471,1.4e-06,0.111,44
Acoustic Instrumental,0.838,5.9e-05,0.0406,31
Instrumental Focus,0.038,1.13e-06,0.099,40
Instrumental Focus,0.00542,0.00599,0.0487,37
Acoustic Instrumental,0.5,0.104,0.0352,33
Acoustic Instrumental,0.503,0.0282,0.0486,32
Instrumental Focus,0.0519,0.000189,0.0562,35
Instrumental Focus,0.0301,0.0429,0.0824,34
Acoustic Instrumental,0.0399,0.00068,0.187,33
Instrumental Focus,0.00594,0.000309,0.146,33
Instrumental Focus,0.0298,0.0599,0.0523,32
Instrumental Focus,0.00946,0.101,0.0325,32
Acoustic Instrumental,0.524,2.28e-06,0.104,31
Acoustic Instrumental,0.0486,7.82e-05,0.268,33
Instrumental Focus,0.0281,0.199,0.0425,31
Instrumental Focus,0.0121,0.194,0.0427,32
Instrumental Focus,0.00857,0.218,0.0326,31
Instrumental Focus,0.267,0.0192,0.0419,66
Instrumental Focus,0.0681,0.108,0.141,75
Instrumental Focus,0.0681,0.108,0.141,68
Acoustic Instrumental,0.345,0.000284,0.0385,40
Instrumental Focus,0.263,0.0011,0.0256,35
